ticker,report_pair_id,status,language_signal_quality,primary_eligible,net_tone_earlier,net_tone_later,net_tone_change,uncertainty_rate_change,negative_rate_change,positive_rate_change,risk_language_introduction,risk_language_removal,governance_language_change,financial_condition_language_change,forward_looking_caution_change,analyzed_word_coverage,primary_narrative_coverage,dictionary_match_rate,configuration_hash,warning_reasons,exclusion_reasons
ACT,3508eec4-4453-48f1-97fb-8533ed6f554e,COMPLETED_WITH_WARNINGS,USABLE,True,6.847524959489833,6.900641544018546,0.05311658452871271,-0.40901799051024845,0.2873308796227292,0.3404474641514419,0.1339046598821639,0.0,-0.2642133719999751,-0.09203042164245767,-0.8587462966019093,1.0,0.9891859692533278,0.06445063694267517,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 110 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,COMPLETED_WITH_WARNINGS,USABLE,True,7.2174353775975675,11.82270308001047,4.6052677024129025,0.470769488080359,-0.036072883941942635,4.56919481847096,0.0,0.06268806419257773,-0.05495354726200086,-0.9374983001698216,0.027014198706355685,1.0,0.9758548926390958,0.063413506498965,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[alignment-change] alignment run completed with warnings: 94 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,COMPLETED_WITH_WARNINGS,USABLE,True,11.82270308001047,5.242816333389348,-6.579886746621122,-0.04441208355277659,1.266291999794559,-5.313594746826563,0.0,0.0,1.7036229518938302,0.8816885758312609,0.0938546335368251,1.0,0.9717909181099915,0.06287120200002645,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 143 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.60 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,COMPLETED_WITH_WARNINGS,USABLE,True,5.242816333389348,8.822368791927392,3.5795524585380445,-0.8859213463686268,-0.5054365239151846,3.07411593462286,0.0,0.0,-0.3025573233514445,-0.1171526994668648,-1.5559610506112982,1.0,0.9729751511081263,0.06137997639231677,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[alignment-change] alignment run completed with warnings: 153 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,COMPLETED_WITH_WARNINGS,USABLE,True,8.822368791927392,6.847524959489833,-1.9748438324375588,0.6905135529241031,2.2924091696260707,0.3175653371885119,0.08048289738430583,0.0,0.11158788122901697,-0.48437697616431397,1.4534933703158366,1.0,0.9825606430314339,0.06292378627610523,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[alignment-change] alignment run completed with warnings: 129 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
ACT,f186f164-e96f-49e3-9aca-46422253fdf6,COMPLETED_WITH_WARNINGS,USABLE,True,7.2747252747252755,11.685129730069315,4.41040445534404,0.27152911168575145,-0.18757926261119806,4.2228251927328415,0.0,0.7030700726505742,-1.0759105405724467,0.13910224384958947,0.0996257527574933,1.0,0.9927846569220743,0.06790130076244195,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 193 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.71 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
ACT,1bd7426f-c90f-40bf-a674-ceba14e90b2d,COMPLETED_WITH_WARNINGS,USABLE,True,4.44890929965557,7.2747252747252755,2.8258159750697054,-0.5241375539883002,0.2370018041659847,3.06281777923569,0.0,0.0,-0.16959160242742355,0.06839429227488925,-0.8087037340768681,1.0,0.9916403800892605,0.06549228020341778,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 210 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.63 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
ACT,6f19666e-09f0-4284-b84c-d6d79da10f5f,COMPLETED_WITH_WARNINGS,USABLE,True,6.900641544018546,4.44890929965557,-2.451732244362976,0.05179906709377313,1.0374900525675024,-1.4142421917954735,0.0,0.0,0.1018186292687151,-0.2638232096834281,-0.19455404647348828,1.0,0.9910435928477304,0.06446911514967175,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 182 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
ACT,8b48a478-e2cb-404b-9684-c7a06d955979,COMPLETED_WITH_WARNINGS,NEEDS_REVIEW,False,7.2174353775975675,11.685129730069315,4.467694352471748,-0.3788777546359654,4.391435235308521,8.859129587780268,0.08302200083022,0.043702473560003494,0.04980307677827156,-0.8056964951711465,-1.7439771724470532,1.0,0.9859980919243504,0.06617359236902284,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[report-side] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] alignment run completed with warnings: irregular reporting gap (96 months); [alignment-change] 62 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] unmatched word share 0.48 above 0.4 -- high content turnover, not necessarily a defect",[report-side] report-side quality is NEEDS_REVIEW; [report-side] irregular reporting gap excluded from primary analysis by default; [alignment-change] alignment-change quality is NEEDS_REVIEW; [alignment-change] irregular reporting gap excluded from primary analysis by default
BEL,15448205-d33c-49ad-9637-b06e00e113fa,COMPLETED_WITH_WARNINGS,USABLE,True,4.069817431429309,5.340689007570868,1.270871576141559,0.16615342721125703,-1.3173074721352371,-0.046435895993678145,0.5630630630630631,1.1111111111111112,1.2790194934868717,-0.07430096592399504,0.7026157366369343,1.0,0.9847428737718775,0.0538357812930447,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 76 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.71 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
