company_id,ticker,company_name,report_pair_id,earlier_report_id,later_report_id,earlier_period_end,later_period_end,all_passages_earlier_count,all_passages_later_count,all_passages_earlier_words,all_passages_later_words,primary_narrative_earlier_count,primary_narrative_later_count,primary_narrative_earlier_words,primary_narrative_later_words,excluded_structured_content_count,excluded_structured_content_words,list_content_count,list_content_words,table_context_count,table_context_words,currency_exposure_mixed_count,currency_exposure_mixed_words,uncertain_count,uncertain_words,positive_count_earlier,positive_count_later,positive_rate_earlier,positive_rate_later,positive_rate_change,negative_count_earlier,negative_count_later,negative_rate_earlier,negative_rate_later,negative_rate_change,uncertainty_count_earlier,uncertainty_count_later,uncertainty_rate_earlier,uncertainty_rate_later,uncertainty_rate_change,litigious_count_earlier,litigious_count_later,litigious_rate_earlier,litigious_rate_later,litigious_rate_change,constraining_count_earlier,constraining_count_later,constraining_rate_earlier,constraining_rate_later,constraining_rate_change,strong_modal_count_earlier,strong_modal_count_later,strong_modal_rate_earlier,strong_modal_rate_later,strong_modal_rate_change,weak_modal_count_earlier,weak_modal_count_later,weak_modal_rate_earlier,weak_modal_rate_later,weak_modal_rate_change,positive_hits_new,positive_hits_removed,negative_hits_new,negative_hits_removed,uncertainty_hits_new,uncertainty_hits_removed,substantially_modified_positive_rate_change,substantially_modified_negative_rate_change,substantially_modified_uncertainty_rate_change,net_tone_earlier,net_tone_later,net_tone_change,uncertainty_intensity_change,negative_language_introduction,negative_language_removal,positive_language_introduction,positive_language_removal,risk_language_introduction,risk_language_removal,forward_looking_caution_change,governance_language_change,financial_condition_language_change,risk_rate_earlier,risk_rate_later,financial_condition_rate_earlier,financial_condition_rate_later,governance_rate_earlier,governance_rate_later,strategy_rate_earlier,strategy_rate_later,analyzed_word_coverage,primary_narrative_coverage,dictionary_match_rate,list_content_share,uncertain_content_share,ambiguous_alignment_share,low_confidence_share,language_signal_quality,primary_eligible,warning_reasons,exclusion_reasons,feature_run_id,alignment_run_id,language_signal_run_id,configuration_hash,generated_at
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,3508eec4-4453-48f1-97fb-8533ed6f554e,b8b1c14f-23d4-454d-ae51-f2dfa69fdcef,34ada83c-783b-46dd-811f-b6a3cfecb8ac,2020-06-30,2021-06-30,918,1266,43641,43653,848,1204,43119.0,43231.0,132,944.0,63,8930.0,0,0.0,0,0.0,0,0.0,711,702,18.582405519836914,18.922852983988356,0.3404474641514419,449,446,11.734880560347081,12.02221143996981,0.2873308796227292,323,298,8.441796037844336,8.032778047334087,-0.40901799051024845,202,231,5.279389472583764,6.226750768235484,0.9473612956517199,152,153,3.9726099001620407,4.124211547792334,0.15160164763029327,173,166,4.521457320579165,4.474634751199526,-0.046822569379639134,109,89,2.8487794678793583,2.3990511617876975,-0.4497283060916608,180,139,160,104,57,48,-0.49111666385178765,-2.5075845833825117,1.3894927444083116,6.847524959489833,6.900641544018546,0.05311658452871271,-0.40901799051024845,21.424745581146222,17.582417582417584,24.1028387787895,23.499577345731193,0.1339046598821639,0.0,-0.8587462966019093,-0.2642133719999751,-0.09203042164245767,0.052271182896868953,0.053911262062644884,2.2215252731169306,2.129494851474473,3.606711619883958,3.342498247883983,3.214677748157441,2.6955631031322445,1.0,0.9891859692533278,0.06445063694267517,0.11849787685774947,0.0,0.016069532908704883,0.3177966101694915,USABLE,True,"[alignment-change] alignment run completed with warnings: 110 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,84712af6-c181-4f97-b5a0-ccf9c2770287,faa0779e-e307-4d47-ae8e-d369ba91861d,48488f46-e39b-43fa-aff3-a4ff66612694,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,efc86601-4fe3-4420-ac32-87638b0fa2ca,71c5bb69-2abf-4b9a-8167-cc0fc0645540,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2016-06-30,2017-06-30,504,677,52213,49174,491,631,51049.0,47890.0,59,2448.0,97,20993.0,0,0.0,0,0.0,0,0.0,786,940,15.935124176381146,20.504318994852106,4.56919481847096,430,398,8.717688798783579,8.681615914841636,-0.036072883941942635,405,398,8.210846426761277,8.681615914841636,0.470769488080359,428,253,8.677141409021795,5.518715644359131,-3.158425764662664,289,214,5.859097820577801,4.668004537125905,-1.1910932834518952,250,280,5.06842372022301,6.107669487828288,1.0392457676052773,151,120,3.0613279270146982,2.6175726376406945,-0.44375528937400377,150,155,69,125,75,106,2.8579218367551995,-0.9212848098313611,0.5570233431739684,7.2174353775975675,11.82270308001047,4.6052677024129025,0.470769488080359,7.2153090034508,7.836008024072217,15.685454355327826,9.716649949849549,0.0,0.06268806419257773,0.027014198706355685,-0.05495354726200086,-0.9374983001698216,0.08109477952356817,0.08725242125468982,2.87886467308667,1.9413663729168484,2.1490116573745563,2.0940581101125555,2.4733907754688294,2.835703690777419,1.0,0.9758548926390958,0.063413506498965,0.22058653553152813,0.0,0.06517878721012094,0.30834213305174235,USABLE,True,[alignment-change] alignment run completed with warnings: 94 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,,6df8dabf-f898-4d98-bc4f-414a8a324f94,508b4a88-f940-4692-a66c-8d0ebd9d7ae5,89344b43-03d9-45bf-b574-e37d4b10e8ce,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,7022dc8d-a738-42dd-87d0-1c3671a93aba,923373ad-e6a8-4ca5-96c9-020a5c297d8f,daf738d9-6e52-4e0d-ac1f-20405909e34b,2017-06-30,2018-06-30,677,749,49174,34487,631,671,47890.0,33411.0,124,2360.0,132,22944.0,0,0.0,0,0.0,0,0.0,940,452,20.504318994852106,15.190724248025543,-5.313594746826563,398,296,8.681615914841636,9.947907914636195,1.266291999794559,398,257,8.681615914841636,8.63720383128886,-0.04441208355277659,253,181,5.518715644359131,6.0830112586119975,0.5642956142528668,214,131,4.668004537125905,4.402621408166695,-0.26538312895921035,280,145,6.107669487828288,4.87313056629138,-1.2345389215369078,120,82,2.6175726376406945,2.7558393547302975,0.13826671708960303,103,224,88,86,55,65,-1.3037619600498331,3.2068611913862224,-0.28705061239786644,11.82270308001047,5.242816333389348,-6.579886746621122,-0.04441208355277659,13.29104364899562,9.095716552088842,15.55656245280169,23.6911686938128,0.0,0.0,0.0938546335368251,1.7036229518938302,0.8816885758312609,0.08725242125468982,0.06721559401781213,1.9413663729168484,2.8230549487481094,2.0940581101125555,3.7976810620063857,2.835703690777419,2.957486136783734,1.0,0.9717909181099915,0.06287120200002645,0.3034960779904496,0.0,0.07779203428616781,0.4372623574144487,USABLE,True,"[alignment-change] alignment run completed with warnings: 143 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.60 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,183242bf-c73f-41d4-9618-260dd06bdac2,5941c4ab-f289-45fe-a3d8-6e3ffcb5057a,e2cb2fef-1208-405d-86f3-a030fe2dda50,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,daf738d9-6e52-4e0d-ac1f-20405909e34b,b52a299a-4102-4e6c-bf39-cfe728ca20e3,2018-06-30,2019-06-30,749,699,34487,39963,671,667,33411.0,39027.0,110,2012.0,186,27406.0,0,0.0,0,0.0,0,0.0,452,648,15.190724248025543,18.264840182648403,3.07411593462286,296,335,9.947907914636195,9.44247139072101,-0.5054365239151846,257,275,8.63720383128886,7.751282484920233,-0.8859213463686268,181,203,6.0830112586119975,5.721855797959298,-0.3611554606526992,131,149,4.402621408166695,4.199785782738599,-0.2028356254280963,145,147,4.87313056629138,4.143412819211906,-0.7297177470794738,82,74,2.7558393547302975,2.085799650487626,-0.6700397042426713,193,114,89,85,60,47,4.101732196807291,2.0444035076400002,-0.6229513719709381,5.242816333389348,8.822368791927392,3.5795524585380445,-0.8859213463686268,10.144762338994642,14.049586776859504,21.999316083437822,18.84297520661157,0.0,0.0,-1.5559610506112982,-0.3025573233514445,-0.1171526994668648,0.06721559401781213,0.0281864817633463,2.8230549487481094,2.7059022492812446,3.7976810620063857,3.495123738654941,2.957486136783734,3.410564293364902,1.0,0.9729751511081263,0.06137997639231677,0.42012478346848986,0.0,0.039121303634663436,0.43767840152235965,USABLE,True,[alignment-change] alignment run completed with warnings: 153 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,,e40da0ae-527b-42dc-b455-74eea565d1ce,417437eb-a5ef-4bcc-8658-950fc626602a,025a46b8-575f-4e5c-9d47-81cbf7170e09,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,01cdd41c-b18e-42ae-9105-7d4105383940,b52a299a-4102-4e6c-bf39-cfe728ca20e3,b8b1c14f-23d4-454d-ae51-f2dfa69fdcef,2019-06-30,2020-06-30,699,918,39963,43641,667,848,39027.0,43119.0,102,1458.0,152,20960.0,0,0.0,0,0.0,0,0.0,648,711,18.264840182648403,18.582405519836914,0.3175653371885119,335,449,9.44247139072101,11.734880560347081,2.2924091696260707,275,323,7.751282484920233,8.441796037844336,0.6905135529241031,203,202,5.721855797959298,5.279389472583764,-0.4424663253755341,149,152,4.199785782738599,3.9726099001620407,-0.22717588257655796,147,173,4.143412819211906,4.521457320579165,0.37804450136725887,74,109,2.085799650487626,2.8487794678793583,0.7629798173917322,315,118,209,73,99,41,-8.2090241163489,-5.675338141225424,-0.6240903710527173,8.822368791927392,6.847524959489833,-1.9748438324375588,0.6905135529241031,16.82092555331992,10.07035453165954,25.35211267605634,16.278107325148298,0.08048289738430583,0.0,1.4534933703158366,0.11158788122901697,-0.48437697616431397,0.0281864817633463,0.052271182896868953,2.7059022492812446,2.2215252731169306,3.495123738654941,3.606711619883958,3.410564293364902,3.214677748157441,1.0,0.9825606430314339,0.06292378627610523,0.28424193110930296,0.0,0.0381882289123949,0.3640897755610973,USABLE,True,[alignment-change] alignment run completed with warnings: 129 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,,388ee27f-73e9-4737-a129-bc08e2a739aa,3c2635d8-63bc-4a44-ab03-d1c0b6193ad7,95db8550-e45a-4ec8-961e-d356b19f5a2e,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,f186f164-e96f-49e3-9aca-46422253fdf6,ccfc1325-dd2d-4f31-af07-f5146a0fdf03,627c643f-cfeb-4d8c-a6aa-cae4f04f54ae,2023-06-30,2024-06-30,1154,1059,52709,54701,1079,995,52267.0,54368.0,139,775.0,154,24768.0,0,0.0,0,0.0,0,0.0,936,1184,20.571428571428573,24.794253764161414,4.2228251927328415,605,626,13.296703296703297,13.1091240340921,-0.18757926261119806,344,374,7.56043956043956,7.831968672125312,0.27152911168575145,305,290,6.7032967032967035,6.072916884803049,-0.6303798184936547,195,223,4.285714285714286,4.669863673486483,0.3841493877721973,184,176,4.043956043956044,3.685632316294264,-0.35832372766177967,85,81,1.8681318681318682,1.6962285092036102,-0.17190335892825792,205,64,114,64,48,46,4.122513333478395,-3.0176483952876723,0.8536719479140151,7.2747252747252755,11.685129730069315,4.41040445534404,0.27152911168575145,17.65799256505576,14.998828216545583,31.753407682775713,14.998828216545583,0.0,0.7030700726505742,0.0996257527574933,-1.0759105405724467,0.13910224384958947,0.08791208791208792,0.06282327811865224,1.934065934065934,2.0731681779155235,3.2747252747252746,2.198814734152828,2.769230769230769,3.1411639059326117,1.0,0.9927846569220743,0.06790130076244195,0.2656000343152499,0.0,0.047859050110988385,0.5225285810356423,USABLE,True,"[alignment-change] alignment run completed with warnings: 193 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.71 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,c95db972-f52e-4fac-b8c2-bb744700aae2,70703fc6-fa42-4553-86b2-fc6514542c78,a3057147-1dff-4db9-89e5-b80a1c911fd5,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,1bd7426f-c90f-40bf-a674-ceba14e90b2d,df83cc42-dc79-40f7-802e-bd6cf9cc0e57,ccfc1325-dd2d-4f31-af07-f5146a0fdf03,2022-06-30,2023-06-30,1240,1154,49688,52709,1180,1079,49274.0,52267.0,135,856.0,67,9016.0,0,0.0,0,0.0,0,0.0,732,936,17.508610792192883,20.571428571428573,3.06281777923569,546,605,13.059701492537313,13.296703296703297,0.2370018041659847,338,344,8.08457711442786,7.56043956043956,-0.5241375539883002,277,305,6.6255262150784535,6.7032967032967035,0.07777048821824994,183,195,4.377152698048221,4.285714285714286,-0.09143841233393513,206,184,4.927286643704554,4.043956043956044,-0.8833305997485104,90,85,2.152698048220436,1.8681318681318682,-0.28456618008856793,210,117,95,134,24,62,-2.143408340511936,5.553581250295686,1.2643058815080543,4.44890929965557,7.2747252747252755,2.8258159750697054,-0.5241375539883002,12.589451364961569,18.154721582441404,27.82931354359926,15.851510635415256,0.0,0.0,-0.8087037340768681,-0.16959160242742355,0.06839429227488925,0.04783773440489859,0.08791208791208792,1.8656716417910448,1.934065934065934,3.444316877152698,3.2747252747252746,2.4158055874473785,2.769230769230769,1.0,0.9916403800892605,0.06549228020341778,0.10326659641728135,0.0,0.0456086498373574,0.4719710669077758,USABLE,True,"[alignment-change] alignment run completed with warnings: 210 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.63 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,139409ea-789b-4d3c-81ec-e98f4d86e129,6fce1e80-9902-46ab-b5f4-9ac68dea55b6,172e07fa-3668-44ed-8562-c655b26e63a8,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
4829c44c-4ba8-4242-b693-dfcb4ae7c591,ACT,AfroCentric Investment Corporation Limited,6f19666e-09f0-4284-b84c-d6d79da10f5f,34ada83c-783b-46dd-811f-b6a3cfecb8ac,df83cc42-dc79-40f7-802e-bd6cf9cc0e57,2021-06-30,2022-06-30,1266,1240,43653,49688,1204,1180,43231.0,49274.0,122,836.0,58,8073.0,0,0.0,0,0.0,0,0.0,702,732,18.922852983988356,17.508610792192883,-1.4142421917954735,446,546,12.02221143996981,13.059701492537313,1.0374900525675024,298,338,8.032778047334087,8.08457711442786,0.05179906709377313,231,277,6.226750768235484,6.6255262150784535,0.3987754468429694,153,183,4.124211547792334,4.377152698048221,0.2529411502558867,166,206,4.474634751199526,4.927286643704554,0.45265189250502846,89,90,2.3990511617876975,2.152698048220436,-0.24635311356726142,134,104,161,96,62,43,-3.4490934561479207,-4.490878399249475,-1.5184801816921372,6.900641544018546,4.44890929965557,-2.451732244362976,0.05179906709377313,20.180496365003762,20.512820512820515,16.796189521183255,22.22222222222222,0.0,0.0,-0.19455404647348828,0.1018186292687151,-0.2638232096834281,0.053911262062644884,0.04783773440489859,2.129494851474473,1.8656716417910448,3.342498247883983,3.444316877152698,2.6955631031322445,2.4158055874473785,1.0,0.9910435928477304,0.06446911514967175,0.10231161128431299,0.0,0.030010392112133424,0.4601156069364162,USABLE,True,"[alignment-change] alignment run completed with warnings: 182 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,f787c276-87c6-406b-ab1d-efc40665b3d1,edc427ce-19dd-4070-943b-c2843cc527be,a3dbf025-a26e-4053-a48c-132bf3eada79,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
5b74305c-b5ae-49ab-9d5d-9e2f4ea374d2,BEL,Bell Equipment Limited,15448205-d33c-49ad-9637-b06e00e113fa,ae3729e6-2c8f-42fc-b49f-f1eb11d93422,58885078-9367-48da-b77b-7ba13c40d30e,2016-12-31,2017-12-31,344,389,36385,35778,333,376,35826.0,35236.0,24,1101.0,152,30238.0,0,0.0,0,0.0,0,0.0,490,477,14.043736207044796,13.997300311051118,-0.046435895993678145,348,295,9.973918775615488,8.65661130348025,-1.3173074721352371,243,243,6.964546731248746,7.130700158460003,0.16615342721125703,163,163,4.671691840302657,4.783144550736545,0.11145271043388849,169,186,4.843655957123613,5.45806678795704,0.6144108308334264,128,117,3.6685678255137426,3.4333000762955574,-0.23526774921818516,55,72,1.5763377375254364,2.1128000469511123,0.536462309425676,26,46,14,30,12,12,-3.996538811147545,-0.8001508330305942,1.0557545713598122,4.069817431429309,5.340689007570868,1.270871576141559,0.16615342721125703,7.882882882882883,11.11111111111111,14.63963963963964,17.037037037037038,0.5630630630630631,1.1111111111111112,0.7026157366369343,1.2790194934868717,-0.07430096592399504,0.3725889197787395,0.4988555666412348,1.8056232266200454,1.7313222606960503,3.1813361611876987,4.46035565467457,2.3215155770829154,1.9954222665649393,1.0,0.9847428737718775,0.0538357812930447,0.43842885934260317,0.0,0.08818454668039263,0.48653846153846153,USABLE,True,"[alignment-change] alignment run completed with warnings: 76 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.71 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,3cfed558-c95c-44af-87c7-0e58f51530b0,5f92ff74-9412-4d66-837a-80a2b2e84ab0,dd2c84e9-6015-4384-b305-dc1e0bd0c322,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
5b74305c-b5ae-49ab-9d5d-9e2f4ea374d2,BEL,Bell Equipment Limited,9586003a-ee0f-45b8-83ed-1eeb58a36532,58885078-9367-48da-b77b-7ba13c40d30e,5e143d2c-c26b-4d8f-bdd2-8c77fa9621fb,2017-12-31,2018-12-31,389,391,35778,39999,376,384,35236.0,39475.0,20,1066.0,165,32503.0,0,0.0,0,0.0,0,0.0,477,474,13.997300311051118,12.453038383732233,-1.5442619273188853,295,311,8.65661130348025,8.17066442476946,-0.4859468787107897,243,290,7.130700158460003,7.618947534350944,0.4882473758909409,163,181,4.783144550736545,4.755274150750072,-0.027870399986473338,186,176,5.45806678795704,4.6239129863647115,-0.8341538015923282,117,114,3.4333000762955574,2.9950345479862333,-0.4382655283093242,72,67,2.1128000469511123,1.760239602763839,-0.3525604441872734,49,44,31,12,47,13,-3.0564254426401742,-3.2652392507370314,-2.6539541622089966,5.340689007570868,4.282373958962772,-1.0583150486080957,0.4882473758909409,8.098223615464995,4.769475357710652,12.800417972831767,17.488076311605724,0.2612330198537095,0.397456279809221,0.13568693170366686,0.0321961673047797,0.554361999609233,0.4988555666412348,0.4466279589102278,1.7313222606960503,2.2856842603052834,4.46035565467457,4.49255182197935,1.9954222665649393,2.233139794551139,1.0,0.9859324069308629,0.052979581652596995,0.45054823193468346,0.0,0.07750100497636572,0.5192307692307693,USABLE,True,"[alignment-change] alignment run completed with warnings: 118 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.74 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",,e3653e07-e717-482f-9fa4-1c8a04488b2e,fe7dbdfe-ef62-47b1-8751-6d9a3b28d86e,d6741965-07eb-4bf3-a281-c2bf7bc3b2d0,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,2026-07-27T16:16:59.830755+00:00
